network,mask,binary_network,mask_binary,interface
152.191.236.66/16,255.255.0.0,10011000101111111110110001000010,11111111111111110000000000000000,ethernet34
133.107.16.101/16,255.255.0.0,10000101011010110001000001100101,11111111111111110000000000000000,ethernet5
216.233.51.190/24,255.255.255.0,11011000111010010011001110111110,11111111111111111111111100000000,ethernet27
173.20.136.185/16,255.255.0.0,10101101000101001000100010111001,11111111111111110000000000000000,ethernet10
69.223.211.214/8,255.0.0.0,01000101110111111101001111010110,11111111000000000000000000000000,ethernet24
45.224.59.92/8,255.0.0.0,00101101111000000011101101011100,11111111000000000000000000000000,ethernet1
84.187.40.96/8,255.0.0.0,01010100101110110010100001100000,11111111000000000000000000000000,ethernet18
222.181.243.72/24,255.255.255.0,11011110101101011111001101001000,11111111111111111111111100000000,ethernet47
177.209.41.72/16,255.255.0.0,10110001110100010010100101001000,11111111111111110000000000000000,ethernet18
188.239.72.10/16,255.255.0.0,10111100111011110100100000001010,11111111111111110000000000000000,ethernet18
98.92.171.17/8,255.0.0.0,01100010010111001010101100010001,11111111000000000000000000000000,ethernet23
74.64.60.129/8,255.0.0.0,01001010010000000011110010000001,11111111000000000000000000000000,ethernet31
216.164.43.252/24,255.255.255.0,11011000101001000010101111111100,11111111111111111111111100000000,ethernet21
34.23.11.133/8,255.0.0.0,00100010000101110000101110000101,11111111000000000000000000000000,ethernet44
49.132.196.149/8,255.0.0.0,00110001100001001100010010010101,11111111000000000000000000000000,ethernet16
167.164.158.252/16,255.255.0.0,10100111101001001001111011111100,11111111111111110000000000000000,ethernet49
219.225.75.195/24,255.255.255.0,11011011111000010100101111000011,11111111111111111111111100000000,ethernet12
215.69.172.131/24,255.255.255.0,11010111010001011010110010000011,11111111111111111111111100000000,ethernet25
63.143.153.49/8,255.0.0.0,00111111100011111001100100110001,11111111000000000000000000000000,ethernet29
81.109.154.32/8,255.0.0.0,01010001011011011001101000100000,11111111000000000000000000000000,ethernet15
91.222.223.12/8,255.0.0.0,01011011110111101101111100001100,11111111000000000000000000000000,ethernet34
47.18.109.110/8,255.0.0.0,00101111000100100110110101101110,11111111000000000000000000000000,ethernet7
24.170.181.219/8,255.0.0.0,00011000101010101011010111011011,11111111000000000000000000000000,ethernet19
138.231.58.9/16,255.255.0.0,10001010111001110011101000001001,11111111111111110000000000000000,ethernet1
49.213.121.222/8,255.0.0.0,00110001110101010111100111011110,11111111000000000000000000000000,ethernet43
7.175.83.235/8,255.0.0.0,00000111101011110101001111101011,11111111000000000000000000000000,ethernet6
130.12.129.168/16,255.255.0.0,10000010000011001000000110101000,11111111111111110000000000000000,ethernet16
101.179.81.122/8,255.0.0.0,01100101101100110101000101111010,11111111000000000000000000000000,ethernet9
152.67.179.120/16,255.255.0.0,10011000010000111011001101111000,11111111111111110000000000000000,ethernet29
173.100.56.2/16,255.255.0.0,10101101011001000011100000000010,11111111111111110000000000000000,ethernet35
183.63.156.254/16,255.255.0.0,10110111001111111001110011111110,11111111111111110000000000000000,ethernet25
221.199.38.3/24,255.255.255.0,11011101110001110010011000000011,11111111111111111111111100000000,ethernet34
183.36.176.139/16,255.255.0.0,10110111001001001011000010001011,11111111111111110000000000000000,ethernet38
84.226.49.98/8,255.0.0.0,01010100111000100011000101100010,11111111000000000000000000000000,ethernet19
154.97.116.25/16,255.255.0.0,10011010011000010111010000011001,11111111111111110000000000000000,ethernet31
119.244.82.42/8,255.0.0.0,01110111111101000101001000101010,11111111000000000000000000000000,ethernet33
13.113.34.186/8,255.0.0.0,00001101011100010010001010111010,11111111000000000000000000000000,ethernet12
3.197.11.199/8,255.0.0.0,00000011110001010000101111000111,11111111000000000000000000000000,ethernet9
66.172.216.159/8,255.0.0.0,01000010101011001101100010011111,11111111000000000000000000000000,ethernet39
60.243.130.127/8,255.0.0.0,00111100111100111000001001111111,11111111000000000000000000000000,ethernet47
80.152.135.221/8,255.0.0.0,01010000100110001000011111011101,11111111000000000000000000000000,ethernet45
40.166.12.106/8,255.0.0.0,00101000101001100000110001101010,11111111000000000000000000000000,ethernet2
177.48.31.166/16,255.255.0.0,10110001001100000001111110100110,11111111111111110000000000000000,ethernet3
109.113.162.250/8,255.0.0.0,01101101011100011010001011111010,11111111000000000000000000000000,ethernet21
74.34.153.140/8,255.0.0.0,01001010001000101001100110001100,11111111000000000000000000000000,ethernet19
201.146.171.159/24,255.255.255.0,11001001100100101010101110011111,11111111111111111111111100000000,ethernet35
220.242.110.20/24,255.255.255.0,11011100111100100110111000010100,11111111111111111111111100000000,ethernet21
9.64.134.240/8,255.0.0.0,00001001010000001000011011110000,11111111000000000000000000000000,ethernet13
132.152.78.113/16,255.255.0.0,10000100100110000100111001110001,11111111111111110000000000000000,ethernet35
117.239.25.215/8,255.0.0.0,01110101111011110001100111010111,11111111000000000000000000000000,ethernet20
148.236.73.212/16,255.255.0.0,10010100111011000100100111010100,11111111111111110000000000000000,ethernet7
59.58.199.193/8,255.0.0.0,00111011001110101100011111000001,11111111000000000000000000000000,ethernet16
148.155.20.103/16,255.255.0.0,10010100100110110001010001100111,11111111111111110000000000000000,ethernet38
223.98.181.179/24,255.255.255.0,11011111011000101011010110110011,11111111111111111111111100000000,ethernet42
81.32.48.118/8,255.0.0.0,01010001001000000011000001110110,11111111000000000000000000000000,ethernet13
147.143.24.99/16,255.255.0.0,10010011100011110001100001100011,11111111111111110000000000000000,ethernet48
8.250.51.134/8,255.0.0.0,00001000111110100011001110000110,11111111000000000000000000000000,ethernet48
69.174.27.75/8,255.0.0.0,01000101101011100001101101001011,11111111000000000000000000000000,ethernet27
40.82.50.145/8,255.0.0.0,00101000010100100011001010010001,11111111000000000000000000000000,ethernet26
208.112.89.59/24,255.255.255.0,11010000011100000101100100111011,11111111111111111111111100000000,ethernet7
168.145.183.192/16,255.255.0.0,10101000100100011011011111000000,11111111111111110000000000000000,ethernet30
66.1.218.163/8,255.0.0.0,01000010000000011101101010100011,11111111000000000000000000000000,ethernet12
205.150.111.96/24,255.255.255.0,11001101100101100110111101100000,11111111111111111111111100000000,ethernet15
109.176.193.193/8,255.0.0.0,01101101101100001100000111000001,11111111000000000000000000000000,ethernet31
209.211.135.9/24,255.255.255.0,11010001110100111000011100001001,11111111111111111111111100000000,ethernet15
142.74.20.223/16,255.255.0.0,10001110010010100001010011011111,11111111111111110000000000000000,ethernet37
117.60.213.76/8,255.0.0.0,01110101001111001101010101001100,11111111000000000000000000000000,ethernet38
193.83.157.199/24,255.255.255.0,11000001010100111001110111000111,11111111111111111111111100000000,ethernet28
113.181.100.151/8,255.0.0.0,01110001101101010110010010010111,11111111000000000000000000000000,ethernet22
185.75.179.91/16,255.255.0.0,10111001010010111011001101011011,11111111111111110000000000000000,ethernet5
67.214.221.112/8,255.0.0.0,01000011110101101101110101110000,11111111000000000000000000000000,ethernet8
147.149.116.48/16,255.255.0.0,10010011100101010111010000110000,11111111111111110000000000000000,ethernet10
140.72.191.88/16,255.255.0.0,10001100010010001011111101011000,11111111111111110000000000000000,ethernet40
195.98.227.178/24,255.255.255.0,11000011011000101110001110110010,11111111111111111111111100000000,ethernet39
37.63.122.6/8,255.0.0.0,00100101001111110111101000000110,11111111000000000000000000000000,ethernet24
38.19.55.139/8,255.0.0.0,00100110000100110011011110001011,11111111000000000000000000000000,ethernet43
63.155.147.162/8,255.0.0.0,00111111100110111001001110100010,11111111000000000000000000000000,ethernet4
59.94.191.242/8,255.0.0.0,00111011010111101011111111110010,11111111000000000000000000000000,ethernet4
108.243.177.213/8,255.0.0.0,01101100111100111011000111010101,11111111000000000000000000000000,ethernet16
135.133.38.254/16,255.255.0.0,10000111100001010010011011111110,11111111111111110000000000000000,ethernet45
136.88.159.93/16,255.255.0.0,10001000010110001001111101011101,11111111111111110000000000000000,ethernet36
159.32.115.214/16,255.255.0.0,10011111001000000111001111010110,11111111111111110000000000000000,ethernet36
32.248.235.1/8,255.0.0.0,00100000111110001110101100000001,11111111000000000000000000000000,ethernet40
119.52.37.245/8,255.0.0.0,01110111001101000010010111110101,11111111000000000000000000000000,ethernet13
137.116.100.74/16,255.255.0.0,10001001011101000110010001001010,11111111111111110000000000000000,ethernet3
222.184.60.144/24,255.255.255.0,11011110101110000011110010010000,11111111111111111111111100000000,ethernet33
28.199.163.12/8,255.0.0.0,00011100110001111010001100001100,11111111000000000000000000000000,ethernet35
133.102.238.112/16,255.255.0.0,10000101011001101110111001110000,11111111111111110000000000000000,ethernet32
6.231.73.77/8,255.0.0.0,00000110111001110100100101001101,11111111000000000000000000000000,ethernet22
220.13.15.82/24,255.255.255.0,11011100000011010000111101010010,11111111111111111111111100000000,ethernet47
2.149.41.10/8,255.0.0.0,00000010100101010010100100001010,11111111000000000000000000000000,ethernet1
100.254.230.12/8,255.0.0.0,01100100111111101110011000001100,11111111000000000000000000000000,ethernet33
182.114.52.217/16,255.255.0.0,10110110011100100011010011011001,11111111111111110000000000000000,ethernet5
55.66.76.117/8,255.0.0.0,00110111010000100100110001110101,11111111000000000000000000000000,ethernet49
76.247.104.156/8,255.0.0.0,01001100111101110110100010011100,11111111000000000000000000000000,ethernet25
98.158.161.47/8,255.0.0.0,01100010100111101010000100101111,11111111000000000000000000000000,ethernet44
10.72.188.52/8,255.0.0.0,00001010010010001011110000110100,11111111000000000000000000000000,ethernet7
67.33.235.87/8,255.0.0.0,01000011001000011110101101010111,11111111000000000000000000000000,ethernet34
103.54.142.168/8,255.0.0.0,01100111001101101000111010101000,11111111000000000000000000000000,ethernet35
162.91.117.97/16,255.255.0.0,10100010010110110111010101100001,11111111111111110000000000000000,ethernet23
207.68.201.71/24,255.255.255.0,11001111010001001100100101000111,11111111111111111111111100000000,ethernet29
8.93.214.223/8,255.0.0.0,00001000010111011101011011011111,11111111000000000000000000000000,ethernet35
132.250.151.189/16,255.255.0.0,10000100111110101001011110111101,11111111111111110000000000000000,ethernet39
62.113.134.140/8,255.0.0.0,00111110011100011000011010001100,11111111000000000000000000000000,ethernet36
180.103.182.75/16,255.255.0.0,10110100011001111011011001001011,11111111111111110000000000000000,ethernet50
180.83.79.132/16,255.255.0.0,10110100010100110100111110000100,11111111111111110000000000000000,ethernet25
189.195.49.208/16,255.255.0.0,10111101110000110011000111010000,11111111111111110000000000000000,ethernet6
149.173.125.214/16,255.255.0.0,10010101101011010111110111010110,11111111111111110000000000000000,ethernet2
77.248.244.37/8,255.0.0.0,01001101111110001111010000100101,11111111000000000000000000000000,ethernet29
101.167.211.32/8,255.0.0.0,01100101101001111101001100100000,11111111000000000000000000000000,ethernet11
82.167.86.161/8,255.0.0.0,01010010101001110101011010100001,11111111000000000000000000000000,ethernet20
140.85.126.111/16,255.255.0.0,10001100010101010111111001101111,11111111111111110000000000000000,ethernet15
67.3.245.70/8,255.0.0.0,01000011000000111111010101000110,11111111000000000000000000000000,ethernet43
7.238.76.123/8,255.0.0.0,00000111111011100100110001111011,11111111000000000000000000000000,ethernet12
165.5.164.10/16,255.255.0.0,10100101000001011010010000001010,11111111111111110000000000000000,ethernet45
149.107.89.170/16,255.255.0.0,10010101011010110101100110101010,11111111111111110000000000000000,ethernet6
87.104.62.62/8,255.0.0.0,01010111011010000011111000111110,11111111000000000000000000000000,ethernet24
156.232.85.97/16,255.255.0.0,10011100111010000101010101100001,11111111111111110000000000000000,ethernet39
94.33.166.144/8,255.0.0.0,01011110001000011010011010010000,11111111000000000000000000000000,ethernet3
52.230.139.45/8,255.0.0.0,00110100111001101000101100101101,11111111000000000000000000000000,ethernet49
146.194.93.149/16,255.255.0.0,10010010110000100101110110010101,11111111111111110000000000000000,ethernet48
140.69.28.69/16,255.255.0.0,10001100010001010001110001000101,11111111111111110000000000000000,ethernet3
122.32.173.137/8,255.0.0.0,01111010001000001010110110001001,11111111000000000000000000000000,ethernet48
21.57.207.180/8,255.0.0.0,00010101001110011100111110110100,11111111000000000000000000000000,ethernet4
176.79.56.45/16,255.255.0.0,10110000010011110011100000101101,11111111111111110000000000000000,ethernet19
31.68.247.51/8,255.0.0.0,00011111010001001111011100110011,11111111000000000000000000000000,ethernet47
195.117.135.182/24,255.255.255.0,11000011011101011000011110110110,11111111111111111111111100000000,ethernet17
46.70.133.83/8,255.0.0.0,00101110010001101000010101010011,11111111000000000000000000000000,ethernet7
63.12.89.253/8,255.0.0.0,00111111000011000101100111111101,11111111000000000000000000000000,ethernet24
53.61.229.109/8,255.0.0.0,00110101001111011110010101101101,11111111000000000000000000000000,ethernet44
